"date_time","month","season","occ.sess","occasion","session","site","trt","food_trt","helm_trt","tag","firstcap","trap","x","y","caps_per_occ","traps_per_occ","sex","adult","current_breeder","ever_breeder","per","nip","preg","test","head","mass","fate","first_seen","last_seen","days_known_alive","recapped","caps_per_life","traps_per_life","res","caps_per_season","traps_per_season"
2021-10-16 18:00:00,"oct","fall","6.2","6",2,"helmipollo","unfed_control","unfed","control","219137","1","A1",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",2021-10-16 18:00:00,2021-10-16 18:00:00,0,"0",1,1,"nonresident",1,1
2021-09-04 06:00:00,"sept","fall","5.1","5",1,"radio","fed_control","fed","control","219508","1","J5",10,10,1,1,"F","adult","breeder","breeder","1","1","0",NA,13.2,20.5,"S",2021-09-04 06:00:00,2021-09-04 06:00:00,0,"0",1,1,"nonresident",1,1
2021-09-04 18:00:00,"sept","fall","5.2","5",2,"janakkala","fed_deworm","fed","deworm","219514","1","K2",11,3,2,1,"M","juv-subA","nonbreeder","breeder",NA,NA,NA,"0",11.9,11.5,"R",2021-09-04 18:00:00,2021-10-07 18:00:00,33,"1",4,2,"nonresident",4,2
2021-09-05 18:00:00,"sept","fall","5.4","5",4,"janakkala","fed_deworm","fed","deworm","219514","0","K2",11,3,2,1,"M","juv-subA","nonbreeder","breeder",NA,NA,NA,"0",11.9,11.5,"R",2021-09-04 18:00:00,2021-10-07 18:00:00,33,"1",4,2,"nonresident",4,2
2021-10-06 06:00:00,"oct","fall","6.1","6",1,"janakkala","fed_deworm","fed","deworm","219514","0","K1",11,1,2,2,"M","juv-subA","breeder","breeder",NA,NA,NA,"1",12.6,13.5,"R",2021-09-04 18:00:00,2021-10-07 18:00:00,33,"1",4,2,"nonresident",4,2
2021-10-07 18:00:00,"oct","fall","6.4","6",4,"janakkala","fed_deworm","fed","deworm","219514","0","K2",11,3,2,2,"M","juv-subA","breeder","breeder",NA,NA,NA,"1",12.6,13.5,"R",2021-09-04 18:00:00,2021-10-07 18:00:00,33,"1",4,2,"nonresident",4,2
2021-09-04 06:00:00,"sept","fall","5.1","5",1,"radio","fed_control","fed","control","219535","1","B1",2,2,1,1,"M","juv-subA","nonbreeder","nonbreeder",NA,NA,NA,"0",12.2,11,"R",2021-09-04 06:00:00,2021-09-04 06:00:00,0,"0",1,1,"nonresident",1,1
2021-09-04 06:00:00,"sept","fall","5.1","5",1,"radio","fed_control","fed","control","219538","1","J3",10,6,1,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12,11.5,"R",2021-09-04 06:00:00,2021-09-04 06:00:00,0,"0",1,1,"nonresident",1,1
2021-09-04 06:00:00,"sept","fall","5.1","5",1,"radio","fed_control","fed","control","219554","1","K3",11,5,1,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,11.9,11,"R",2021-09-04 06:00:00,2021-09-04 06:00:00,0,"0",1,1,"nonresident",1,1
2021-09-04 18:00:00,"sept","fall","5.2","5",2,"radio","fed_control","fed","control","219560","1","C6",3,11,1,1,"F","juv-subA","breeder","breeder","1","1","0",NA,13,14,"R",2021-09-04 18:00:00,2021-09-04 18:00:00,0,"0",1,1,"nonresident",1,1
2021-09-04 06:00:00,"sept","fall","5.1","5",1,"radio","fed_control","fed","control","219567","1","J3",10,6,2,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.9,13.5,"R",2021-09-04 06:00:00,2021-10-03 06:00:00,29,"1",3,3,"nonresident",3,3
2021-09-05 06:00:00,"sept","fall","5.3","5",3,"radio","fed_control","fed","control","219567","0","I5",9,9,2,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.9,13.5,"R",2021-09-04 06:00:00,2021-10-03 06:00:00,29,"1",3,3,"nonresident",3,3
2021-10-03 06:00:00,"oct","fall","6.1","6",1,"radio","fed_control","fed","control","219567","0","H3",8,6,1,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.6,13.5,"R",2021-09-04 06:00:00,2021-10-03 06:00:00,29,"1",3,3,"nonresident",3,3
2021-09-04 06:00:00,"sept","fall","5.1","5",1,"radio","fed_control","fed","control","219568","1","C6",3,11,1,1,"M","juv-subA","nonbreeder","nonbreeder",NA,NA,NA,"0",12.7,16,"R",2021-09-04 06:00:00,2021-09-04 06:00:00,0,"0",1,1,"nonresident",1,1
2021-09-04 06:00:00,"sept","fall","5.1","5",1,"radio","fed_control","fed","control","219571","1","K1",11,1,1,1,"F","juv-subA","breeder","breeder","1","1","0",NA,12.6,16,"R",2021-09-04 06:00:00,2021-09-04 06:00:00,0,"0",1,1,"nonresident",1,1
2021-09-04 06:00:00,"sept","fall","5.1","5",1,"radio","fed_control","fed","control","219598","1","G1",7,1,3,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,11,11.5,"R",2021-09-04 06:00:00,2021-09-05 18:00:00,1.5,"1",3,2,"nonresident",3,2
2021-09-05 06:00:00,"sept","fall","5.3","5",3,"radio","fed_control","fed","control","219598","0","G2",7,3,3,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,11,11.5,"R",2021-09-04 06:00:00,2021-09-05 18:00:00,1.5,"1",3,2,"nonresident",3,2
2021-09-05 18:00:00,"sept","fall","5.4","5",4,"radio","fed_control","fed","control","219598","0","G1",7,1,3,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,11,11.5,"R",2021-09-04 06:00:00,2021-09-05 18:00:00,1.5,"1",3,2,"nonresident",3,2
2021-10-16 06:00:00,"oct","fall","6.1","6",1,"vaarinkorpi","fed_control","fed","control","219600","1","I6",9,11,2,2,"M","juv-subA","nonbreeder","nonbreeder",NA,NA,NA,"0",12.1,12.5,"R",2021-10-16 06:00:00,2021-10-17 06:00:00,1,"1",2,2,"nonresident",2,2
2021-10-17 06:00:00,"oct","fall","6.3","6",3,"vaarinkorpi","fed_control","fed","control","219600","0","K6",11,11,2,2,"M","juv-subA","nonbreeder","nonbreeder",NA,NA,NA,"0",12.1,12.5,"R",2021-10-16 06:00:00,2021-10-17 06:00:00,1,"1",2,2,"nonresident",2,2
2021-09-17 06:00:00,"sept","fall","5.1","5",1,"vaarinkorpi","fed_control","fed","control","219601","1","A5",1,9,3,2,"F","juv-subA","nonbreeder","nonbreeder","1","0","0",NA,12.6,14,"R",2021-09-17 06:00:00,2021-09-18 18:00:00,1.5,"1",3,2,"nonresident",3,2
2021-09-18 06:00:00,"sept","fall","5.3","5",3,"vaarinkorpi","fed_control","fed","control","219601","0","B5",2,10,3,2,"F","juv-subA","nonbreeder","nonbreeder","1","0","0",NA,12.6,14,"R",2021-09-17 06:00:00,2021-09-18 18:00:00,1.5,"1",3,2,"nonresident",3,2
2021-09-18 18:00:00,"sept","fall","5.4","5",4,"vaarinkorpi","fed_control","fed","control","219601","0","A5",1,9,3,2,"F","juv-subA","nonbreeder","nonbreeder","1","0","0",NA,12.6,14,"R",2021-09-17 06:00:00,2021-09-18 18:00:00,1.5,"1",3,2,"nonresident",3,2
2021-09-17 06:00:00,"sept","fall","5.1","5",1,"vaarinkorpi","fed_control","fed","control","219603","1","C1",3,1,1,1,"M","juv-subA","nonbreeder","nonbreeder",NA,NA,NA,"0",12.2,13.5,"R",2021-09-17 06:00:00,2021-09-17 06:00:00,0,"0",1,1,"nonresident",1,1
2021-09-17 06:00:00,"sept","fall","5.1","5",1,"vaarinkorpi","fed_control","fed","control","219604","1","A6",1,11,2,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.1,10.5,"R",2021-09-17 06:00:00,2021-09-18 06:00:00,1,"1",2,1,"nonresident",2,1
2021-09-18 06:00:00,"sept","fall","5.3","5",3,"vaarinkorpi","fed_control","fed","control","219604","0","A6",1,11,2,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.1,10.5,"R",2021-09-17 06:00:00,2021-09-18 06:00:00,1,"1",2,1,"nonresident",2,1
2021-10-13 06:00:00,"oct","fall","6.1","6",1,"kuoppa","fed_control","fed","control","219605","1","I2",9,3,1,1,NA,"juv-subA",NA,NA,NA,NA,NA,NA,NA,13.5,"R",2021-10-13 06:00:00,2021-10-13 06:00:00,0,"0",1,1,"nonresident",1,1
2021-10-14 06:00:00,"oct","fall","6.3","6",3,"puro","fed_deworm","fed","deworm","219606","1","E1",5,1,1,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,13,15,"R",2021-10-14 06:00:00,2021-10-14 06:00:00,0,"0",1,1,"nonresident",1,1
2021-09-17 06:00:00,"sept","fall","5.1","5",1,"helmipollo","unfed_control","unfed","control","219607","1","J5",10,10,2,2,"M","juv-subA","breeder","breeder",NA,NA,NA,"1",12.4,15,"R",2021-09-17 06:00:00,2021-10-17 06:00:00,30,"1",4,3,"nonresident",4,3
2021-09-18 06:00:00,"sept","fall","5.3","5",3,"helmipollo","unfed_control","unfed","control","219607","0","K5",11,9,2,2,"M","juv-subA","breeder","breeder",NA,NA,NA,"1",12.4,15,"R",2021-09-17 06:00:00,2021-10-17 06:00:00,30,"1",4,3,"nonresident",4,3
2021-10-16 06:00:00,"oct","fall","6.1","6",1,"helmipollo","unfed_control","unfed","control","219607","0","J5",10,10,2,2,"M","juv-subA","breeder","breeder",NA,NA,NA,"1",12.2,15,"R",2021-09-17 06:00:00,2021-10-17 06:00:00,30,"1",4,3,"nonresident",4,3
2021-10-17 06:00:00,"oct","fall","6.3","6",3,"helmipollo","unfed_control","unfed","control","219607","0","J2",10,4,2,2,"M","juv-subA","breeder","breeder",NA,NA,NA,"1",12.2,15,"R",2021-09-17 06:00:00,2021-10-17 06:00:00,30,"1",4,3,"nonresident",4,3
2021-10-13 06:00:00,"oct","fall","6.1","6",1,"kuoppa","fed_control","fed","control","219608","1","K6",11,11,1,1,NA,"juv-subA",NA,NA,NA,NA,NA,NA,NA,15,"R",2021-10-13 06:00:00,2021-10-13 06:00:00,0,"0",1,1,"nonresident",1,1
2021-09-17 06:00:00,"sept","fall","5.1","5",1,"vaarinkorpi","fed_control","fed","control","219609","1","K6",11,11,2,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,13.1,15.5,"R",2021-09-17 06:00:00,2021-09-18 18:00:00,1.5,"1",2,1,"nonresident",2,1
2021-09-18 18:00:00,"sept","fall","5.4","5",4,"vaarinkorpi","fed_control","fed","control","219609","0","K6",11,11,2,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,13.1,15.5,"R",2021-09-17 06:00:00,2021-09-18 18:00:00,1.5,"1",2,1,"nonresident",2,1
2021-09-05 06:00:00,"sept","fall","5.3","5",3,"radio","fed_control","fed","control","219610","1","I1",9,1,1,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,11.8,9,"R",2021-09-05 06:00:00,2021-09-05 06:00:00,0,"0",1,1,"nonresident",1,1
2021-10-16 06:00:00,"oct","fall","6.1","6",1,"helmipollo","unfed_control","unfed","control","219611","1","A6",1,11,2,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.6,17,"R",2021-10-16 06:00:00,2021-10-17 06:00:00,1,"1",2,1,"nonresident",2,1
2021-10-17 06:00:00,"oct","fall","6.3","6",3,"helmipollo","unfed_control","unfed","control","219611","0","A6",1,11,2,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.6,17,"R",2021-10-16 06:00:00,2021-10-17 06:00:00,1,"1",2,1,"nonresident",2,1
2021-10-13 06:00:00,"oct","fall","6.1","6",1,"puro","fed_deworm","fed","deworm","219612","1","A3",1,5,1,1,NA,"juv-subA",NA,NA,NA,NA,NA,NA,NA,15.5,"R",2021-10-13 06:00:00,2021-10-13 06:00:00,0,"0",1,1,"nonresident",1,1
2021-09-07 06:00:00,"sept","fall","5.1","5",1,"hevonen","unfed_control","unfed","control","219614","1","J4",10,8,4,3,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.1,12.5,"R",2021-09-07 06:00:00,2021-09-08 18:00:00,1.5,"1",4,3,"nonresident",4,3
2021-09-07 18:00:00,"sept","fall","5.2","5",2,"hevonen","unfed_control","unfed","control","219614","0","H4",8,8,4,3,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.1,12.5,"R",2021-09-07 06:00:00,2021-09-08 18:00:00,1.5,"1",4,3,"nonresident",4,3
2021-09-08 06:00:00,"sept","fall","5.3","5",3,"hevonen","unfed_control","unfed","control","219614","0","G4",7,7,4,3,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.1,12.5,"R",2021-09-07 06:00:00,2021-09-08 18:00:00,1.5,"1",4,3,"nonresident",4,3
2021-09-08 18:00:00,"sept","fall","5.4","5",4,"hevonen","unfed_control","unfed","control","219614","0","H4",8,8,4,3,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.1,12.5,"R",2021-09-07 06:00:00,2021-09-08 18:00:00,1.5,"1",4,3,"nonresident",4,3
2021-09-12 06:00:00,"sept","fall","5.3","5",3,"talo","fed_deworm","fed","deworm","219615","1","G2",7,3,1,1,"M","juv-subA","nonbreeder","nonbreeder",NA,NA,NA,"0",12.7,13.5,"R",2021-09-12 06:00:00,2021-09-12 06:00:00,0,"0",1,1,"nonresident",1,1
2021-10-16 06:00:00,"oct","fall","6.1","6",1,"vaarinkorpi","fed_control","fed","control","219616","1","K6",11,11,1,1,"F","adult","nonbreeder","nonbreeder","0","0","0",NA,12.8,17.5,"R",2021-10-16 06:00:00,2021-10-16 06:00:00,0,"0",1,1,"nonresident",1,1
2021-10-14 06:00:00,"oct","fall","6.3","6",3,"kuoppa","fed_control","fed","control","219617","1","H1",8,2,1,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.7,13.5,"R",2021-10-14 06:00:00,2021-10-14 06:00:00,0,"0",1,1,"nonresident",1,1
2021-10-14 06:00:00,"oct","fall","6.3","6",3,"kuoppa","fed_control","fed","control","219618","1","K4",11,7,1,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,13.2,14,"R",2021-10-14 06:00:00,2021-10-14 06:00:00,0,"0",1,1,"nonresident",1,1
2021-10-13 06:00:00,"oct","fall","6.1","6",1,"puro","fed_deworm","fed","deworm","219619","1","C1",3,1,2,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.2,13.5,"R",2021-10-13 06:00:00,2021-10-14 06:00:00,1,"1",2,2,"nonresident",2,2
2021-10-14 06:00:00,"oct","fall","6.3","6",3,"puro","fed_deworm","fed","deworm","219619","0","C2",3,3,2,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.2,13.5,"R",2021-10-13 06:00:00,2021-10-14 06:00:00,1,"1",2,2,"nonresident",2,2
2021-09-07 06:00:00,"sept","fall","5.1","5",1,"hevonen","unfed_control","unfed","control","219620","1","G6",7,11,2,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.6,13.5,"R",2021-09-07 06:00:00,2021-10-04 06:00:00,27,"1",5,4,"resident",5,4
2021-09-08 06:00:00,"sept","fall","5.3","5",3,"hevonen","unfed_control","unfed","control","219620","0","F5",6,10,2,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.6,13.5,"R",2021-09-07 06:00:00,2021-10-04 06:00:00,27,"1",5,4,"resident",5,4
2021-10-03 06:00:00,"oct","fall","6.1","6",1,"hevonen","unfed_control","unfed","control","219620","0","E6",5,11,3,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,13.3,13,"R",2021-09-07 06:00:00,2021-10-04 06:00:00,27,"1",5,4,"resident",5,4
2021-10-03 18:00:00,"oct","fall","6.2","6",2,"hevonen","unfed_control","unfed","control","219620","0","E6",5,11,3,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,13.3,13,"R",2021-09-07 06:00:00,2021-10-04 06:00:00,27,"1",5,4,"resident",5,4
2021-10-04 06:00:00,"oct","fall","6.3","6",3,"hevonen","unfed_control","unfed","control","219620","0","I6",9,11,3,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,13.3,13,"R",2021-09-07 06:00:00,2021-10-04 06:00:00,27,"1",5,4,"resident",5,4
2021-10-14 06:00:00,"oct","fall","6.3","6",3,"puro","fed_deworm","fed","deworm","219621","1","B5",2,10,1,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.9,13.5,"R",2021-10-14 06:00:00,2021-10-14 06:00:00,0,"0",1,1,"nonresident",1,1
2021-10-13 06:00:00,"oct","fall","6.1","6",1,"puro","fed_deworm","fed","deworm","219622","1","G3",7,5,1,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.3,11,"R",2021-10-13 06:00:00,2021-10-13 06:00:00,0,"0",1,1,"nonresident",1,1
2021-09-17 06:00:00,"sept","fall","5.1","5",1,"vaarinkorpi","fed_control","fed","control","219623","1","A6",1,11,2,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,11.9,11,"R",2021-09-17 06:00:00,2021-10-17 06:00:00,30,"1",4,2,"nonresident",4,2
2021-09-18 06:00:00,"sept","fall","5.3","5",3,"vaarinkorpi","fed_control","fed","control","219623","0","A6",1,11,2,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,11.9,11,"R",2021-09-17 06:00:00,2021-10-17 06:00:00,30,"1",4,2,"nonresident",4,2
2021-10-16 06:00:00,"oct","fall","6.1","6",1,"vaarinkorpi","fed_control","fed","control","219623","0","C6",3,11,2,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12,12.5,"R",2021-09-17 06:00:00,2021-10-17 06:00:00,30,"1",4,2,"nonresident",4,2
2021-10-17 06:00:00,"oct","fall","6.3","6",3,"vaarinkorpi","fed_control","fed","control","219623","0","C6",3,11,2,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12,12.5,"R",2021-09-17 06:00:00,2021-10-17 06:00:00,30,"1",4,2,"nonresident",4,2
2021-10-11 06:00:00,"oct","fall","6.3","6",3,"mustikka","unfed_deworm","unfed","deworm","219624","1","J5",10,10,1,1,"M","juv-subA","nonbreeder","nonbreeder",NA,NA,NA,"0",12.2,15.5,"R",2021-10-11 06:00:00,2021-10-11 06:00:00,0,"0",1,1,"nonresident",1,1
2021-10-16 06:00:00,"oct","fall","6.1","6",1,"vaarinkorpi","fed_control","fed","control","219626","1","C6",3,11,1,1,"M","juv-subA","nonbreeder","nonbreeder",NA,NA,NA,"0",11.6,12.5,"R",2021-10-16 06:00:00,2021-10-16 06:00:00,0,"0",1,1,"nonresident",1,1
2021-09-17 06:00:00,"sept","fall","5.1","5",1,"helmipollo","unfed_control","unfed","control","219627","1","D1",4,2,3,2,"F","juv-subA","nonbreeder","nonbreeder","1","0","0",NA,12.5,14,"R",2021-09-17 06:00:00,2021-10-17 06:00:00,30,"1",5,3,"resident",5,3
2021-09-18 06:00:00,"sept","fall","5.3","5",3,"helmipollo","unfed_control","unfed","control","219627","0","C1",3,1,3,2,"F","juv-subA","nonbreeder","nonbreeder","1","0","0",NA,12.5,14,"R",2021-09-17 06:00:00,2021-10-17 06:00:00,30,"1",5,3,"resident",5,3
2021-09-18 18:00:00,"sept","fall","5.4","5",4,"helmipollo","unfed_control","unfed","control","219627","0","C1",3,1,3,2,"F","juv-subA","nonbreeder","nonbreeder","1","0","0",NA,12.5,14,"R",2021-09-17 06:00:00,2021-10-17 06:00:00,30,"1",5,3,"resident",5,3
2021-10-16 06:00:00,"oct","fall","6.1","6",1,"helmipollo","unfed_control","unfed","control","219627","0","A1",1,1,2,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,13.1,16.5,"R",2021-09-17 06:00:00,2021-10-17 06:00:00,30,"1",5,3,"resident",5,3
2021-10-17 06:00:00,"oct","fall","6.3","6",3,"helmipollo","unfed_control","unfed","control","219627","0","C1",3,1,2,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,13.1,16.5,"R",2021-09-17 06:00:00,2021-10-17 06:00:00,30,"1",5,3,"resident",5,3
2021-09-05 06:00:00,"sept","fall","5.3","5",3,"radio","fed_control","fed","control","219628","1","I5",9,9,1,1,"M","juv-subA","nonbreeder","nonbreeder",NA,NA,NA,"0",12.3,12.5,"R",2021-09-05 06:00:00,2021-09-05 06:00:00,0,"0",1,1,"nonresident",1,1
2021-10-14 06:00:00,"oct","fall","6.3","6",3,"puro","fed_deworm","fed","deworm","219629","1","G3",7,5,1,1,"M","juv-subA","nonbreeder","nonbreeder",NA,NA,NA,"0",11.9,12.5,"R",2021-10-14 06:00:00,2021-10-14 06:00:00,0,"0",1,1,"nonresident",1,1
2021-10-14 06:00:00,"oct","fall","6.3","6",3,"puro","fed_deworm","fed","deworm","219630","1","G1",7,1,1,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,13,15,"R",2021-10-14 06:00:00,2021-10-14 06:00:00,0,"0",1,1,"nonresident",1,1
2021-09-15 06:00:00,"sept","fall","5.3","5",3,"ketunpesa","unfed_deworm","unfed","deworm","219631","1","A1",1,1,1,1,"M","juv-subA","nonbreeder","nonbreeder",NA,NA,NA,"0",12.7,13.5,"R",2021-09-15 06:00:00,2021-10-14 06:00:00,29,"1",3,2,"nonresident",3,2
2021-10-13 06:00:00,"oct","fall","6.1","6",1,"ketunpesa","unfed_deworm","unfed","deworm","219631","0","C1",3,1,2,1,"M","juv-subA","nonbreeder","nonbreeder",NA,NA,NA,"0",12.8,17,"R",2021-09-15 06:00:00,2021-10-14 06:00:00,29,"1",3,2,"nonresident",3,2
2021-10-14 06:00:00,"oct","fall","6.3","6",3,"ketunpesa","unfed_deworm","unfed","deworm","219631","0","C1",3,1,2,1,"M","juv-subA","nonbreeder","nonbreeder",NA,NA,NA,"0",12.8,17,"R",2021-09-15 06:00:00,2021-10-14 06:00:00,29,"1",3,2,"nonresident",3,2
2021-10-14 06:00:00,"oct","fall","6.3","6",3,"puro","fed_deworm","fed","deworm","219632","1","E6",5,11,1,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,13,13,"R",2021-10-14 06:00:00,2021-10-14 06:00:00,0,"0",1,1,"nonresident",1,1
2021-10-17 06:00:00,"oct","fall","6.3","6",3,"vaarinkorpi","fed_control","fed","control","219633","1","K6",11,11,1,1,"M","juv-subA","nonbreeder","nonbreeder",NA,NA,NA,"0",12.7,13.5,"R",2021-10-17 06:00:00,2021-10-17 06:00:00,0,"0",1,1,"nonresident",1,1
2021-09-17 06:00:00,"sept","fall","5.1","5",1,"vaarinkorpi","fed_control","fed","control","219634","1","F1",6,2,3,2,"M","juv-subA","breeder","breeder",NA,NA,NA,"1",12.6,13.5,"R",2021-09-17 06:00:00,2021-10-16 06:00:00,29,"1",4,2,"nonresident",4,2
2021-09-18 06:00:00,"sept","fall","5.3","5",3,"vaarinkorpi","fed_control","fed","control","219634","0","E1",5,1,3,2,"M","juv-subA","breeder","breeder",NA,NA,NA,"1",12.6,13.5,"R",2021-09-17 06:00:00,2021-10-16 06:00:00,29,"1",4,2,"nonresident",4,2
2021-09-18 18:00:00,"sept","fall","5.4","5",4,"vaarinkorpi","fed_control","fed","control","219634","0","E1",5,1,3,2,"M","juv-subA","breeder","breeder",NA,NA,NA,"1",12.6,13.5,"R",2021-09-17 06:00:00,2021-10-16 06:00:00,29,"1",4,2,"nonresident",4,2
2021-10-16 06:00:00,"oct","fall","6.1","6",1,"vaarinkorpi","fed_control","fed","control","219634","0","F1",6,2,1,1,"M","juv-subA","nonbreeder","breeder",NA,NA,NA,"0",12.9,14,"R",2021-09-17 06:00:00,2021-10-16 06:00:00,29,"1",4,2,"nonresident",4,2
2021-09-17 06:00:00,"sept","fall","5.1","5",1,"vaarinkorpi","fed_control","fed","control","219635","1","J5",10,10,1,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.2,11,"R",2021-09-17 06:00:00,2021-09-17 06:00:00,0,"0",1,1,"nonresident",1,1
2021-10-13 06:00:00,"oct","fall","6.1","6",1,"puro","fed_deworm","fed","deworm","219636","1","G3",7,5,2,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.6,13.5,"DP",2021-10-13 06:00:00,2021-10-14 06:00:00,1,"1",2,2,"nonresident",2,2
2021-10-14 06:00:00,"oct","fall","6.3","6",3,"puro","fed_deworm","fed","deworm","219636","0","H4",8,8,2,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.6,13.5,"R",2021-10-13 06:00:00,2021-10-14 06:00:00,1,"1",2,2,"nonresident",2,2
2021-10-13 06:00:00,"oct","fall","6.1","6",1,"ketunpesa","unfed_deworm","unfed","deworm","219637","1","K1",11,1,2,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.3,15.5,"R",2021-10-13 06:00:00,2021-10-14 06:00:00,1,"1",2,1,"nonresident",2,1
2021-10-14 06:00:00,"oct","fall","6.3","6",3,"ketunpesa","unfed_deworm","unfed","deworm","219637","0","K1",11,1,2,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.3,15.5,"R",2021-10-13 06:00:00,2021-10-14 06:00:00,1,"1",2,1,"nonresident",2,1
2021-09-07 06:00:00,"sept","fall","5.1","5",1,"hevonen","unfed_control","unfed","control","219638","1","D1",4,2,2,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.6,14,"R",2021-09-07 06:00:00,2021-10-04 06:00:00,27,"1",4,3,"nonresident",4,3
2021-09-08 06:00:00,"sept","fall","5.3","5",3,"hevonen","unfed_control","unfed","control","219638","0","A1",1,1,2,2,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,12.6,14,"R",2021-09-07 06:00:00,2021-10-04 06:00:00,27,"1",4,3,"nonresident",4,3
2021-10-03 06:00:00,"oct","fall","6.1","6",1,"hevonen","unfed_control","unfed","control","219638","0","E1",5,1,2,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,13.6,14.5,"R",2021-09-07 06:00:00,2021-10-04 06:00:00,27,"1",4,3,"nonresident",4,3
2021-10-04 06:00:00,"oct","fall","6.3","6",3,"hevonen","unfed_control","unfed","control","219638","0","E1",5,1,2,1,"F","juv-subA","nonbreeder","nonbreeder","0","0","0",NA,13.6,14.5,"R",2021-09-07 06:00:00,2021-10-04 06:00:00,27,"1",4,3,"nonresident",4,3
2021-10-17 06:00:00,"oct","fall","6.3","6",3,"helmipollo","unfed_control","unfed","control","219639","1","K5",11,9,1,1,"M","adult","nonbreeder","nonbreeder",NA,NA,NA,"0",13.1,20,"R",2021-10-17 06:00:00,2021-10-17 06:00:00,0,"0",1,1,"nonresident",1,1
2021-09-07 06:00:00,"sept","fall","5.1","5",1,"hevonen","unfed_control","unfed","control","219640","1","B2",2,4,1,1,"F","adult","nonbreeder","nonbreeder","0","0","0",NA,13,19.5,"S",2021-09-07 06:00:00,2021-09-07 06:00:00,0,"0",1,1,"nonresident",1,1
2021-09-05 06:00:00,"sept","fall","5.3","5",3,"radio","fed_control","fed","control","219642","1","A3",1,5,1,1,"M","juv-subA","nonbreeder","nonbreeder",NA,NA,NA,"0",13,15,"R",2021-09-05 06:00:00,2021-09-05 06:00:00,0,"0",1,1,"nonresident",1,1
2021-10-13 06:00:00,"oct","fall","6.1","6",1,"kuoppa","fed_control","fed","control","219643","1","D4",4,8,3,3,"M","adult","breeder","breeder",NA,NA,NA,"1",13,23,"R",2021-10-13 06:00:00,2021-10-14 18:00:00,1.5,"1",3,3,"nonresident",3,3
2021-10-14 06:00:00,"oct","fall","6.3","6",3,"kuoppa","fed_control","fed","control","219643","0","D5",4,10,3,3,"M","adult","breeder","breeder",NA,NA,NA,"1",13,23,"R",2021-10-13 06:00:00,2021-10-14 18:00:00,1.5,"1",3,3,"nonresident",3,3
